,DATE,gRPCEB4,gRPCEB3,gRPCEB2,gRPCEB1,gRPCEF0,gRPCEF1,gRPCEF2,gRPCEF3,gRPCEF4,gRPCEF5,gRPCEF6,gRPCEF7,gRPCEF8,gRPCEF9,GBdate
162,1997.4,3.3,5.3,0.9,5.7,3.5,4.1,3.8,3.2,2.5,1.7,1.6,1.7,1.7,,19971211
163,1998.1,5.3,0.9,5.6,2.9,4.7,3.8,3.2,2.5,2.0,2.0,2.1,2.1,,,19980128
164,1998.1,5.3,0.9,5.6,3.1,5.3,4.2,3.7,2.7,2.3,2.4,2.5,2.5,,,19980325
165,1998.2,0.9,5.6,2.5,5.8,5.2,4.0,3.2,2.7,2.6,2.6,2.7,,,,19980514
166,1998.2,0.9,5.6,2.5,6.1,5.2,3.8,3.3,2.6,2.5,2.6,2.7,,,,19980624
167,1998.3,6.2,2.8,6.1,5.7,3.6,3.1,2.6,2.5,2.6,2.7,,,,,19980813
168,1998.3,6.2,2.8,6.1,5.9,3.5,3.4,2.7,2.4,2.2,2.2,1.8,2.8,2.5,2.5,19980923
169,1998.4,2.8,6.1,6.1,3.9,3.8,3.0,2.4,2.3,2.1,1.8,2.7,2.5,2.5,,19981112
170,1998.4,2.8,6.1,6.1,4.1,4.1,3.1,2.9,2.5,2.3,1.9,2.9,2.6,2.7,,19981216
171,1999.1,6.1,6.1,4.1,4.7,2.7,4.2,3.5,3.5,2.5,3.2,2.7,2.8,,,19990128
172,1999.1,6.1,6.1,4.1,4.6,6.0,4.1,4.0,4.2,2.0,4.0,2.6,2.4,,,19990324
173,1999.2,6.1,4.1,5.0,6.8,4.2,4.4,4.5,2.6,4.4,3.4,3.0,,,,19990513
174,1999.2,6.1,4.1,5.0,6.8,4.4,3.9,4.4,2.0,4.8,3.3,3.0,,,,19990623
175,1999.3,4.1,5.0,6.7,3.8,3.6,4.6,2.0,4.8,3.2,3.0,,,,,19990818
176,1999.3,4.1,5.0,6.7,4.6,3.9,4.3,1.7,4.5,3.2,3.0,2.9,2.8,2.7,2.7,19990929
177,1999.4,4.6,6.5,5.1,4.3,4.1,2.5,5.1,3.8,3.6,3.5,3.3,3.2,3.1,,19991110
178,1999.4,4.6,6.5,5.1,4.5,5.1,2.8,5.2,4.0,3.8,3.5,3.3,3.3,3.3,,19991215
179,2000.1,6.5,5.1,4.9,5.2,4.8,4.5,4.4,3.8,3.9,3.9,3.3,3.0,,,20000127
180,2000.1,6.5,5.1,4.9,6.0,6.1,4.1,4.4,3.8,3.9,3.6,3.2,2.9,,,20000315
181,2000.2,5.1,4.9,5.9,7.6,4.0,4.4,3.8,3.9,3.5,3.0,2.5,,,,20000511
182,2000.2,5.1,4.9,5.9,7.5,3.2,4.0,3.6,3.6,3.3,3.0,2.7,,,,20000621
183,2000.3,5.0,5.9,7.6,2.9,4.2,3.9,3.7,3.6,3.4,3.4,,,,,20000816
184,2000.3,5.0,5.9,7.6,2.9,4.7,3.8,3.6,3.5,3.4,3.4,3.4,3.4,3.4,3.4,20000927
185,2000.4,5.9,7.6,3.1,4.5,3.6,3.6,3.4,3.4,3.3,3.2,3.2,3.2,3.2,,20001108
186,2000.4,5.9,7.6,3.1,4.5,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,20001213
187,2001.1,7.6,3.1,4.5,2.8,1.4,1.1,1.8,2.2,2.8,2.8,2.9,2.9,,,20010125
188,2001.1,7.6,3.1,4.5,2.8,2.3,0.6,2.0,2.4,2.6,2.6,2.7,2.7,,,20010314
189,2001.2,3.1,4.5,2.8,3.1,0.4,1.6,4.9,1.5,3.1,1.7,2.8,,,,20010509
190,2001.2,3.1,4.5,2.8,3.0,1.6,2.3,3.3,1.9,2.2,3.5,3.1,,,,20010620
191,2001.3,4.3,3.1,3.0,2.1,2.9,3.4,1.7,1.8,2.8,2.6,,,,,20010816
192,2001.3,4.3,3.1,3.0,2.5,1.5,0.4,0.1,1.1,2.5,2.4,3.1,3.2,3.2,3.2,20010927
193,2001.4,3.1,3.0,2.5,1.4,1.3,-0.6,3.7,2.8,2.3,3.0,3.0,3.2,3.3,,20011031
194,2001.4,3.1,3.0,2.5,1.1,3.7,-2.6,4.3,4.5,2.9,2.2,3.1,3.2,3.2,,20011205
195,2002.1,3.0,2.5,1.0,4.7,-1.2,3.5,3.5,3.2,3.2,3.1,3.2,3.2,,,20020123
196,2002.1,3.0,2.5,1.0,6.0,2.1,2.4,2.8,2.9,3.3,3.4,3.3,3.3,,,20020313
197,2002.2,2.5,1.0,6.1,3.5,2.8,2.8,3.1,3.4,3.4,3.4,3.4,,,,20020501
198,2002.2,2.5,1.0,6.1,3.2,1.7,2.6,3.0,3.0,3.0,3.1,3.2,,,,20020620
199,2002.3,1.5,6.0,3.1,1.9,3.7,1.2,2.4,2.4,2.6,2.6,,,,,20020807
200,2002.3,1.5,6.0,3.1,1.8,4.8,1.1,2.3,2.5,2.6,2.7,2.9,3.0,3.0,3.4,20020918
201,2002.4,6.0,3.1,1.8,4.1,0.3,2.2,2.3,2.7,2.9,3.4,3.2,3.2,3.2,,20021030
202,2002.4,6.0,3.1,1.8,4.1,0.0,2.6,3.0,3.4,3.3,3.8,3.7,3.5,3.6,,20021204
203,2003.1,3.1,1.8,4.2,1.2,1.9,2.8,3.8,4.0,4.4,4.3,4.1,4.1,,,20030122
204,2003.1,3.1,1.8,4.2,1.5,1.7,2.3,3.2,3.8,4.6,4.3,4.2,4.2,,,20030313
205,2003.2,1.8,4.2,1.7,1.4,2.5,2.9,3.6,4.8,4.1,4.8,4.9,,,,20030430
206,2003.2,1.8,4.2,1.7,2.0,2.1,3.8,4.6,4.3,4.3,4.7,5.0,,,,20030618
207,2003.3,4.2,1.7,2.0,3.3,3.3,3.6,3.8,4.1,4.6,4.6,,,,,20030806
208,2003.3,4.2,1.7,2.0,3.8,4.8,2.8,4.7,4.5,4.4,4.4,4.4,4.3,4.0,3.5,20030910
209,2003.4,1.7,2.0,3.8,6.1,1.8,4.5,4.6,4.5,4.5,4.4,4.3,4.1,3.8,,20031022
210,2003.4,1.7,2.0,3.8,6.4,2.0,4.3,4.9,4.7,4.6,4.5,4.4,4.1,3.7,,20031203
211,2004.1,2.5,3.3,6.9,3.1,3.6,4.6,4.4,4.3,4.2,4.0,3.9,3.7,,,20040121
212,2004.1,2.5,3.3,6.9,2.8,3.4,4.8,4.4,4.2,4.1,4.0,4.0,3.8,,,20040311
213,2004.2,3.3,6.9,3.2,4.0,5.1,4.4,4.2,4.1,4.0,3.9,3.9,,,,20040428
214,2004.2,3.3,6.9,3.2,4.0,3.4,4.6,4.5,4.1,3.9,3.7,3.6,,,,20040623
215,2004.3,5.0,3.6,4.1,1.0,4.1,4.4,4.1,4.0,3.8,3.8,,,,,20040805
216,2004.3,5.0,3.6,4.1,1.5,3.7,4.1,4.0,4.0,3.9,3.9,4.1,4.1,4.1,4.1,20040915
217,2004.4,3.6,4.1,1.6,4.6,2.9,3.3,3.8,3.8,3.9,3.9,4.0,4.0,4.0,,20041103
218,2004.4,3.6,4.1,1.6,5.1,3.3,3.7,4.1,4.1,3.9,4.0,3.8,3.8,3.8,,20041208
219,2005.1,4.1,1.6,5.1,4.6,3.7,4.0,3.8,3.7,3.7,3.7,3.7,3.7,,,20050126
220,2005.1,4.1,1.6,5.1,4.2,3.9,3.9,3.9,3.7,3.7,3.6,3.6,3.6,,,20050316
221,2005.2,1.6,5.1,4.2,3.5,3.2,3.6,3.5,3.5,3.4,3.4,3.4,,,,20050428
222,2005.2,1.6,5.1,4.2,3.6,3.1,3.3,3.5,3.6,3.6,3.6,3.5,,,,20050622
223,2005.3,4.4,4.3,3.5,3.6,4.6,2.1,3.7,3.2,3.2,3.2,,,,,20050804
224,2005.3,,,3.5,3.1,4.1,1.1,4.3,3.5,3.4,3.3,3.1,3.1,3.1,3.1,20050914
225,2005.4,,3.5,3.4,3.4,0.6,3.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,,20051026
226,2005.4,,3.5,3.4,4.2,0.7,4.8,3.2,3.2,3.2,3.5,3.4,3.4,3.4,,20051207
227,2006.1,3.5,3.4,4.1,1.1,4.5,3.4,3.1,3.1,3.3,3.3,3.3,3.3,,,20060125
228,2006.1,3.5,3.4,4.1,1.2,5.2,3.6,3.5,3.4,3.5,3.3,3.3,3.3,,,20060322
229,2006.2,3.4,4.1,0.9,5.5,3.7,3.5,3.4,3.2,3.2,3.2,3.1,,,,20060503
230,2006.2,3.4,4.1,0.9,5.2,2.2,3.2,2.8,3.0,2.9,2.9,2.8,,,,20060621
231,2006.3,3.9,0.8,4.8,2.5,3.2,2.5,2.4,2.4,2.4,2.4,,,,,20060803
232,2006.3,,,4.8,2.6,3.1,2.7,2.5,2.5,2.6,2.6,2.6,2.7,2.8,2.8,20060913
233,2006.4,,4.8,2.6,2.9,3.1,2.6,2.6,2.6,2.6,2.8,2.7,2.8,2.8,,20061018
234,2006.4,,4.8,2.6,2.9,3.1,2.7,2.3,2.4,2.4,2.6,2.6,2.6,2.6,,20061206
235,2007.1,4.8,2.6,2.8,4.6,3.6,2.4,2.5,2.6,2.7,2.7,2.7,2.7,,,20070124
236,2007.1,4.8,2.6,2.8,4.1,3.7,2.2,2.1,2.1,2.3,2.4,2.5,2.5,,,20070314
237,2007.2,2.6,2.8,4.2,3.8,1.9,2.1,2.2,2.4,2.4,2.6,2.5,,,,20070502
238,2007.2,2.6,2.8,4.2,4.3,1.6,2.3,2.3,2.5,2.5,2.6,2.5,,,,20070620
239,2007.3,2.8,3.9,3.7,1.3,2.0,1.9,2.0,2.0,2.0,2.0,,,,,20070802
240,2007.3,,,3.7,1.4,2.4,1.9,1.7,1.7,1.8,1.9,2.1,2.1,2.1,2.1,20070912
241,2007.4,,3.7,1.4,3.2,2.3,1.5,1.6,1.7,2.1,1.9,2.0,2.1,2.3,,20071024
242,2007.4,,3.7,1.4,2.7,1.3,1.4,1.4,1.5,1.7,2.0,2.2,2.3,2.3,,20071205
243,2008.1,3.7,1.4,2.8,2.2,1.3,1.0,3.4,3.4,0.1,0.7,2.4,2.4,,,20080123
244,2008.1,3.7,1.4,2.8,1.8,0.2,0.5,1.9,-2.6,0.9,2.3,2.3,2.7,,,20080313
245,2008.2,1.4,2.8,2.3,1.0,0.2,2.7,-3.9,0.6,2.3,2.2,2.7,,,,20080423
246,2008.2,1.4,2.8,2.3,1.2,2.2,2.6,-3.8,1.0,1.5,1.7,1.9,,,,20080618
247,2008.3,2.8,2.3,1.1,2.0,1.6,-2.8,0.8,1.2,1.3,1.6,,,,,20080730
248,2008.3,,,0.9,1.7,-0.5,-1.6,1.5,1.8,2.1,2.2,2.4,2.5,2.6,2.6,20080910
249,2008.4,,0.9,1.2,-3.3,-2.4,-0.1,1.0,1.5,1.7,2.0,2.2,2.5,2.8,,20081022
250,2008.4,,0.9,1.2,-3.7,-4.3,-1.3,0.9,1.4,2.0,2.3,2.8,2.9,3.0,,20081210
251,2009.1,0.9,1.2,-3.8,-3.9,-1.7,0.6,1.7,2.0,2.6,2.8,3.1,3.2,,,20090122
252,2009.1,0.9,1.2,-3.8,-4.3,0.4,0.0,0.0,1.2,1.3,1.8,2.1,2.4,,,20090312
253,2009.2,1.2,-3.8,-4.3,1.1,-0.5,0.4,1.2,1.9,2.5,3.0,3.3,,,,20090422
254,2009.2,1.2,-3.8,-4.3,1.6,-0.4,0.8,1.4,2.1,2.7,3.1,3.4,,,,20090617
255,2009.3,-3.5,-3.1,0.6,-1.2,0.9,1.2,2.1,2.4,2.8,3.2,,,,,20090806
256,2009.3,,,0.6,-0.9,2.3,0.8,2.5,2.8,2.9,3.3,3.3,3.6,3.6,3.8,20090916
257,2009.4,,0.6,-0.9,3.4,0.7,2.4,2.3,2.1,2.4,3.0,3.3,3.6,3.6,,20091029
258,2009.4,,0.6,-0.9,3.0,1.9,2.7,2.4,2.6,2.6,3.0,3.4,3.7,3.6,,20091209
259,2010.1,0.6,-0.9,2.8,2.1,2.7,2.7,2.9,2.9,3.3,3.6,3.9,4.0,,,20100120
260,2010.1,0.6,-0.9,2.8,1.7,2.4,2.4,2.7,2.9,3.1,3.5,3.6,3.8,,,20100310
261,2010.2,-0.9,2.8,1.6,3.6,2.1,2.7,2.8,3.2,3.5,3.7,3.9,,,,20100421
262,2010.2,-0.9,2.8,1.6,3.4,2.9,2.2,2.3,2.9,3.1,3.2,3.3,,,,20100616
263,2010.3,2.0,0.9,1.9,1.6,1.6,2.0,2.5,3.4,3.9,4.2,,,,,20100804
264,2010.3,,,1.9,2.0,2.2,2.0,2.1,2.8,3.3,3.7,3.9,4.1,4.3,4.4,20100915
265,2010.4,,1.9,2.2,2.6,2.2,2.4,2.8,3.3,4.0,4.1,4.3,4.5,4.8,,20101027
266,2010.4,,1.9,2.2,2.8,2.7,3.2,3.3,3.5,4.0,3.7,3.9,4.2,4.2,,20101208
267,2011.1,1.9,2.2,2.4,4.1,3.1,3.5,3.6,3.7,3.5,3.7,3.9,4.2,,,20110119
268,2011.1,1.9,2.2,2.4,4.1,2.5,3.5,3.5,3.5,3.7,3.8,4.0,4.1,,,20110309
269,2011.2,2.2,2.4,4.0,2.5,3.0,3.1,3.1,3.3,3.7,3.9,4.0,,,,20110420
270,2011.2,2.2,2.4,4.0,2.3,1.5,2.6,2.4,2.5,2.7,2.9,3.1,,,,20110615
271,2011.3,2.6,3.6,2.1,0.1,1.6,1.9,1.9,2.4,2.8,3.0,,,,,20110803
272,2011.3,,,2.1,0.4,1.7,1.1,1.7,2.1,2.4,2.7,2.9,3.1,3.2,3.4,20110914
273,2011.4,,2.1,0.7,2.2,2.0,1.9,2.2,2.5,2.8,2.9,3.0,3.2,3.3,,20111026
274,2011.4,,2.1,0.7,2.1,2.4,2.3,2.2,2.4,2.8,2.1,2.1,2.3,2.7,,20111207
275,2012.1,2.1,0.7,1.7,2.2,2.0,2.4,2.6,2.8,2.2,2.4,2.6,2.6,,,20120118
276,2012.1,2.1,0.7,1.7,2.1,1.2,2.6,2.8,2.9,2.3,2.5,2.7,2.8,,,20120307
277,2012.2,0.7,1.7,2.1,2.2,2.5,2.9,3.0,2.4,2.6,2.8,3.0,,,,20120418
278,2012.2,0.7,1.7,2.1,2.9,1.9,2.5,2.7,2.1,2.3,2.4,2.5,,,,20120613
279,2012.3,1.7,2.1,2.5,1.1,2.1,2.4,2.0,2.2,2.3,2.4,,,,,20120725
280,2012.3,1.7,2.0,2.4,1.7,2.3,2.2,1.1,2.8,2.8,3.0,,,,,20120905
281,2012.4,2.0,2.4,1.5,2.3,3.1,1.1,3.0,3.4,3.5,,,,,,20121017
282,2012.4,,,1.5,1.4,2.1,0.6,2.6,2.7,2.9,3.1,3.3,3.4,3.5,,20121205
283,2013.1,,1.5,1.6,2.2,1.7,2.6,2.5,2.7,2.6,3.2,3.6,3.6,,,20130123
284,2013.1,,1.5,1.6,2.0,2.1,2.5,2.5,2.7,2.7,3.2,3.8,3.7,,,20130313
285,2013.2,1.5,1.6,1.8,2.8,2.3,2.6,3.3,3.0,3.4,3.7,3.8,,,,20130424
286,2013.2,1.5,1.6,1.8,3.1,2.1,3.1,3.6,3.6,3.7,3.8,3.9,,,,20130612
287,2013.3,1.6,1.8,2.6,1.5,2.6,3.5,3.7,3.7,3.7,3.7,,,,,20130724
288,2013.3,,,,2.1,2.0,3.1,3.3,3.5,3.8,3.8,3.8,3.8,3.8,3.7,20130911
289,2013.4,,,1.8,1.5,2.6,2.9,3.2,3.6,3.8,3.8,3.8,3.8,3.6,,20131023
290,2013.4,,,1.8,1.4,3.2,2.8,3.2,3.4,3.9,3.9,4.0,3.8,3.9,,20131212
291,2014.1,,1.8,2.0,4.0,3.1,3.4,3.6,3.9,4.1,4.0,3.8,3.7,,,20140123
292,2014.1,,1.8,2.0,2.6,2.6,3.7,3.8,3.9,3.9,3.8,3.6,3.5,,,20140312
293,2014.2,1.8,2.0,3.3,2.5,3.8,4.0,4.1,4.2,3.8,3.6,3.4,,,,20140423
294,2014.2,1.8,2.0,3.3,3.1,3.0,3.7,4.1,3.8,3.5,3.3,3.2,,,,20140611
295,2014.3,2.0,3.3,1.0,2.1,3.4,3.7,3.7,3.5,3.3,3.2,,,,,20140723
296,2014.3,,,,2.5,2.0,3.4,3.3,3.0,2.9,3.0,2.9,2.9,2.8,2.7,20140910
297,2014.4,,,2.5,1.9,3.4,3.0,3.0,3.0,2.9,2.8,2.8,2.7,2.6,,20141022
298,2014.4,,,2.5,2.2,3.4,3.5,3.6,3.7,3.7,3.6,3.4,3.3,3.0,,20141210
299,2015.1,,2.5,3.2,3.8,4.1,4.4,4.0,3.9,3.8,3.5,3.4,2.8,,,20150121
300,2015.1,,2.5,3.2,4.2,3.5,4.4,3.9,3.8,3.6,3.6,3.1,2.7,,,20150311
301,2015.2,2.5,3.2,4.4,1.9,4.2,4.2,4.0,3.7,3.6,3.1,2.7,,,,20150422
302,2015.2,2.5,3.2,4.4,1.8,2.8,3.4,3.5,3.6,3.5,3.3,2.8,,,,20150610
303,2015.3,3.2,4.4,2.1,2.8,2.9,3.3,3.4,3.3,3.2,3.1,,,,,20150722
304,2015.3,,,,3.1,2.8,2.9,3.1,3.3,3.2,3.1,3.0,2.6,2.5,2.4,20150909
305,2015.4,,,3.6,3.2,2.8,3.2,3.2,3.2,3.2,2.8,2.6,2.4,2.6,,20151021
306,2015.4,,,3.6,3.0,2.4,3.4,3.6,3.6,3.5,3.2,2.9,2.7,2.6,,20151209
307,2016.1,,3.6,3.0,1.7,3.1,3.3,3.4,3.3,3.1,3.1,2.8,2.7,,,20160120
308,2016.1,,3.6,3.0,2.0,3.1,3.1,2.8,2.6,2.9,2.9,2.9,2.8,,,20160309
309,2016.2,3.6,3.0,2.4,1.8,3.0,2.9,2.9,3.0,3.0,2.9,2.9,,,,20160420
310,2016.2,3.6,3.0,2.4,1.9,3.4,2.7,2.5,2.7,2.7,2.7,2.7,,,,20160608
311,2016.3,3.0,2.4,1.5,4.2,2.8,2.4,2.8,2.8,2.8,2.8,,,,,20160720
312,2016.3,,,,4.4,3.0,2.2,2.7,2.7,2.7,2.7,2.5,2.5,2.4,2.4,20160914
313,2016.4,,,4.3,2.6,1.8,2.5,2.6,2.5,2.5,2.5,2.4,2.4,2.4,,20161026
314,2016.4,,,4.3,2.8,2.1,2.6,2.6,3.7,3.0,2.8,2.7,2.6,2.6,,20161207
315,2017.1,,4.3,3.0,2.8,2.2,2.6,3.7,3.0,2.8,2.8,2.7,2.7,,,20170123
316,2017.1,,4.3,3.0,3.0,1.5,3.0,2.9,2.7,3.4,3.0,2.7,2.7,,,20170303
317,2017.2,4.3,3.0,3.5,0.6,3.1,3.0,2.8,3.4,3.0,2.8,2.7,,,,20170421
318,2017.2,4.3,3.0,3.5,0.6,3.0,2.8,3.0,3.3,3.0,2.8,2.7,,,,20170605
319,2017.3,3.0,3.5,1.1,3.1,2.7,2.9,2.9,2.7,2.5,2.4,,,,,20170714
320,2017.3,,,,3.4,2.0,3.3,2.7,2.6,2.5,2.5,2.3,2.3,2.3,2.2,20170908
321,2017.4,,,3.3,2.3,3.3,2.8,2.6,2.6,2.5,2.4,2.4,2.3,2.3,,20171020
322,2017.4,,,3.3,2.3,2.5,2.7,2.6,2.5,2.4,2.3,2.3,2.2,2.2,,20171201
